Provider_ID,SSPS,License_ID,License_Cert,Authority,Name,License_Starts,License_Expires,Phone,Email,Capacity,Ages,AgeFromMonths,AgeToMonths,EarlyAchieversStatus,Addr1,Addr2,Addr3,City,State,Zip,County,ServiceArea,Latitude,Longitude
275249,796511,947693,Licensed,DEL,SILVER LAKE CHILD CARE,2/1/2005,,4253387171,info@silverlakechildcare.com,38,12 months to 13 years,12,156,"Participating, not yet rated",11525 19TH AVE SE,,,EVERETT,WA,98208,Snohomish,Region 2 Northwest,47.892977,-122.202959
1162257,35998,1029744,Licensed,DEL,Skagit Valley Y at Burlington ELC,4/21/2017,4/18/2018,3607550264,shirleyc@skagitymca.org,53,12 months to 7 years,12,84,"Participating, not yet rated",208 N Skagit St,,,Burlington,WA,98233,Skagit,Region 2 Northwest,48.476537,-122.317717
293007,478220,948659,Licensed,DEL,SKAGIT VALLEY Y AT CENTENNIAL ELC,6/1/2005,,3604286106,centennial1ymca@gmail.com,38,12 months to 7 years,12,84,Level 3,3100 MARTIN ROAD,,,MOUNT VERNON,WA,98273,Skagit,Region 2 Northwest,48.4428148,-122.3011552
293008,478238,948660,Licensed,DEL,SKAGIT VALLEY Y AT JEFFERSON ELC,6/1/2005,,3604286102,Jefferson1YMCA@gmail.com,37,12 months to 7 years,12,84,Level 3,1801 E BLACKBURN ROAD,,,MOUNT VERNON,WA,98274,Skagit,Region 2 Northwest,48.407357,-122.317446
293010,478259,948661,Licensed,DEL,SKAGIT VALLEY Y AT MADISON ELC,6/1/2005,,3604286133,madison1ymca@gmail.com,37,12 months to 7 years,12,84,Not Enrolled,907 E FIR ST PORTABLE #7,,,MOUNT VERNON,WA,98273,Skagit,Region 2 Northwest,48.421216,-122.3340474
293011,457562,948662,Licensed,DEL,SKAGIT VALLEY Y AT WASHINGTON ELC,6/1/2005,,3604286123,washington1ymca@gmail.com,39,12 months to 7 years,12,84,Level 3,1020 MCLEAN ROAD,,,MOUNT VERNON,WA,98273,Skagit,Region 2 Northwest,48.418898,-122.348748
293012,547140,1019709,Licensed,DEL,SKAGIT VALLEY Y AT WHITNEY ELC,9/6/2005,,3602931239,cfloe@asd103.org,34,2 years 6 months to 6 years,30,72,Level 3,1200 M AVENUE,,,Anacortes,WA,98221,Skagit,Region 2 Northwest,48.511833,-122.618081
458925,803303,857720,Licensed,DEL,Skinner Montessori School,11/8/2006,,3606964862,office@skinnermontessori.com,55,12 months to 12 years,12,144,Not Enrolled,5001 NE 66th Avenue,,,Vancouver,WA,98661,Clark,Region 3 Southwest,45.65842,-122.603898
245150,816581,844766,Payment Only,Tribal,Skokomish Child Care,2/1/2001,,3608779007,asandifer@skokomish.org,60,11 months to 9 years 11 months,11,119,"Participating, not yet rated",N 80 Tribal Center Road,,,Shelton,WA,98584,Mason,Region 3 Southwest,47.3215969,-123.1461875
726831,488449,809652,Licensed,DEL,SKY VALLEY PRESCHOOL ACADEMY,5/10/2013,,3608059844,SVGA1@FRONTIER.COM,14,3 years to 6 years,36,72,"Participating, not yet rated",16891 146TH ST SE #115,,,Monroe,WA,98272,Snohomish,Region 2 Northwest,47.86508,-122.004374
5297,141066,902668,Licensed,DEL,SMALL DIMENSIONS 11504 I,3/4/1992,,4254531216,smalldimensions3@gmail.com,31,12 months to 5 years,12,60,Not Enrolled,11504 NE 19TH ST,,,BELLEVUE,WA,98004,King,Region 2 Northwest,47.627378,-122.186638
7141,190463,827671,Licensed,DEL,SMALL FACES CHILD DEVELOPMENT CENTER,3/6/1991,,2067822611,johnny@smallfaces.org,149,2 years 6 months to 13 years,30,156,Not Enrolled,9250 14th ave NW,,,SEATTLE,WA,98117,King,Region 4 South King Co,47.697567,-122.373962
313851,924364,827680,Licensed,DEL,SMALL WONDERS,6/18/2007,,5099219069,smallwondersllc@comcast.net,39,1 month to 13 years,1,156,Level 3,2424 S Progress Road,,,Spokane Valley,WA,99037,Spokane,Region 1 Eastern,47.634335,-117.202393
230801,427190,837928,Licensed,DEL,Small Wonders Child Care,2/7/2000,,3607540720,smallwondersllc@aol.com,68,1 month to 11 years 11 months,1,143,Level 3,3200 CAPITOL MALL DRIVE,,,OLYMPIA,WA,98502,Thurston,Region 3 Southwest,47.041483,-122.942542
281868,188724,872759,Licensed,DEL,Small Wonders Child Development Center,10/27/2004,,3604593652,smallwondersllc@aol.com,30,2 years 6 months to 12 years 11 months,30,155,Not Enrolled,2626 COLLEGE ST SE,,,LACEY,WA,98503,Thurston,Region 3 Southwest,47.0232219,-122.822412
281871,188478,872761,Licensed,DEL,Small Wonders Child Development Center,10/27/2004,,3604593652,smallwondersllc@aol.com,41,1 month to 12 years 11 months,1,155,Level 3,2630 COLLEGE ST SE,,,LACEY,WA,98503,Thurston,Region 3 Southwest,47.0237373,-122.8232351
275103,58595,744652,Licensed,DEL,SMALL WONDERS DAYCARE,10/9/2003,,3606048804,Sml1drs@gmail.com,51,12 months to 12 years 11 months,12,155,Level 3,8011 NE 4TH PLAIN BLVD,,,VANCOUVER,WA,98662,Clark,Region 3 Southwest,45.647115,-122.589925
622924,925434,1009718,Licensed,DEL,Small Wonders Too,9/1/2011,,5099243789,smallwondersllc@comcast.net,60,12 months to 13 years,12,156,Level 3,910 S Evergreen Rd,,,Spokane Valley,WA,99037,Spokane,Region 1 Eastern,47.6485318,-117.2181562
300121,637906,655672,Licensed,DEL,SMALL WORLD CHILD,2/2/2006,,3604197282,alvarezm1@frontier.com,84,1 month to 13 years,1,156,Level 3,900 MCLEAN ROAD,,,MOUNT VERNON,WA,98273,Skagit,Region 2 Northwest,48.420608,-122.346624
318294,76481,838753,Licensed,DEL,SMALL WORLD MONTESSORI,9/5/2007,,4253387771,shellylperera@gmail.com,28,2 years 6 months to 13 years,30,156,"Participating, not yet rated",12810 35TH AVE SE,,,EVERETT,WA,98208,Snohomish,Region 2 Northwest,47.881265,-122.186745
12853,351479,842711,Licensed,DEL,SMART START,9/2/1992,,2538394900,smartstartdaycare@msn.com,89,1 month to 12 years 11 months,1,155,Level 2,29928 PACIFIC HWY S,,,FEDERAL WAY,WA,98003,King,Region 4 South King Co,47.3334199,-122.311528
1258184,0,1000664,Licensed,DEL,Smart Start Day School,11/27/2017,5/25/2018,4255036095,smartstartseattle@gmail.com,32,2 years 5 months to 5 years,29,60,Not Enrolled,12729 35th Ave NE,,,Seattle,WA,98125,King,Region 4 South King Co,47.7220409,-122.2911539
157773,24848,831695,Licensed,DEL,SMOKEY POINT DAYCARE AND EARLY LEARNING CENTER LLC,11/12/1996,,3606589421,SMOKEYPOINTELEMENTARY@YAHOO.COM,60,12 months to 13 years,12,156,Level 3,3719 168th PLACE NE #E,,,Arlington,WA,98223,Snohomish,Region 2 Northwest,48.1490395,-122.1762432
260626,737156,1019776,Licensed,DEL,SMR SHORELINE MONTESSORI,8/30/2002,,2063644404,smrmontessori@yahoo.com,31,1 month to 6 years,1,72,Level 2,105 NE 193RD ST,,,SHORELINE,WA,98155,King,Region 2 Northwest,47.768823,-122.329488
196792,292927,734676,Licensed,DEL,Snug Harbor Child Care,12/1/1997,,3605338777,gcapsel@asd5.org,25,1 month to 5 years 11 months,1,71,Level 3,300 N WILLIAMS ST,,,ABERDEEN,WA,98520,Grays Harbor,Region 3 Southwest,46.9696473,-123.8325584
880191,848252,816837,Licensed,DEL,Solid Foundations Learning Center,1/6/2015,,2535697315,kuhde@comcast.net,22,2 years 6 months to 12 years,30,144,"Participating, not yet rated",1258 HARDING ST,,,Enumclaw,WA,98022,King,Region 4 South King Co,47.202785,-121.999245
270894,410296,708669,Licensed,DEL,SONSHINE CHILD CARE CENTER,1/30/2004,,5099662190,info4me@mountoliveyakima.org,34,12 months to 13 years,12,156,Not Enrolled,7805 TIETON DRIVE,,,YAKIMA,WA,98908,Yakima,Region 2 Northwest,46.5930851,-120.6129379
131908,714938,1084710,Licensed,DEL,SONSHINE CHRISTIAN DCC,10/2/1989,,3605737174,SONSHINEDAYCARE@GMAIL.COM,105,1 month to 12 years 11 months,1,155,Level 2,11208 NE HAZEL DELL AVENUE,,,VANCOUVER,WA,98685,Clark,Region 3 Southwest,45.703297,-122.668225
134635,507590,667771,Licensed,DEL,SONSHIP CHRISTIAN SCHOOL AND PRESCHOOL,3/28/1991,,4254321980,sonship@mvcn.comcastbiz.net,46,2 years 6 months to 12 years,30,144,"Participating, not yet rated",24905 WITTE RD SE,,,MAPLE VALLEY,WA,98038,King,Region 4 South King Co,47.378691,-122.048898
565916,726810,898675,Licensed,DEL,Sophia Bremer Child Development Center,12/30/2010,,3604757191,rwilliams2@olympic.edu,96,12 months to 5 years,12,60,Level 4,Olympic College,1600 Chester Avenue,,Bremerton,WA,98337,Kitsap,Region 3 Southwest,47.575258,-122.6352127
258270,489444,910691,Licensed,DEL,Sound Child Care Solutions Epiphany Early Learning Preschool,3/21/2002,,2063242920,office@epiphanyschool.org,19,2 years 6 months to 6 years,30,72,"Participating, not yet rated",1242 18TH AVE E,,,SEATTLE,WA,98112,King,Region 4 South King Co,47.6312167,-122.3085571
878249,860733,891744,Licensed,DEL,Sound Child Care Solutions Hoa Mai Bilingual Preschool,12/14/2015,,2064551829,gloria.hodge@soundchildcare.org,48,20 months to 5 years,20,60,"Participating, not yet rated",2901 Rainier Ave S,,,Seattle,WA,98144,King,Region 4 South King Co,47.5774673,-122.2974872
767972,371731,737653,Licensed,DEL,Sound Child Care Solutions Magic Lantern MontessoriPreschool,10/17/2013,,2068190394,director@magiclanternpreschool.org,35,2 years 5 months to 6 years,29,72,"Participating, not yet rated",4620-South Findlay ST,,,Seattle,WA,98118,King,Region 4 South King Co,47.5521735,-122.2744738
485020,721123,910936,Licensed,DEL,Sound Child Care Solutions Pinehurst School Age and PS,10/1/2010,9/3/2017,2069197031,pinehurstccc@yahoo.com,60,3 years to 13 years,36,156,"Participating, not yet rated",11530 12th Ave NE,,,Seattle,WA,98125,King,Region 4 South King Co,47.7133567,-122.3145253
485006,712532,858702,Licensed,DEL,Sound Child Care Solutions/Pinehurst Child Care Center,10/1/2010,,2063652197,pinehurstccc@yahoo.com,92,1 month to 12 years 11 months,1,155,Level 3,A Chapter Of Sound CC Solutions,7330 35th Ave NE,,Seattle,WA,98115,King,Region 4 South King Co,47.6820366,-122.2899164
1261183,94558,1028749,Licensed,DEL,Sound to Harbor ELP at Belfair,12/27/2017,6/25/2018,3602755207,jhawthorne@esd113.org,20,birth to birth,0,0,"Participating, not yet rated",71 East Campus Drive,,,Belfair,WA,98528,Mason,Region 3 Southwest,47.412377,-122.840642
1231233,81233,973713,Licensed,DEL,Sound to Harbor ELP at Black Lake,9/20/2017,3/16/2018,3604646800,pgrigsbyjones@esd113.org,15,3 years to 5 years 11 months,36,71,Level 4,6345 Black Lake-Belmore Rd SW,,,Tumwater,WA,98512,Thurston,Region 3 Southwest,46.9908519,-122.967245
1269185,71841,1011670,Licensed,DEL,Sound to Harbor ELP at Elma,9/11/2017,3/7/2018,3604823201,ksanders@esd113.org,20,3 years to 5 years 11 months,36,71,"Participating, not yet rated",502 E Young,,,Elma,WA,98541,Mason,Region 3 Southwest,47.0060087,-123.3941964
1227194,51156,969671,Licensed,DEL,Sound to Harbor ELP at Hawks Prairie,9/14/2017,3/10/2018,3604388150,tmcclellan@esd113.org,40,3 years to 5 years,36,60,Not Enrolled,8220 Steilacoom Road SE,,,Lacey,WA,98503,Unknown,Region 3 Southwest,47.0479557,-122.7653718
1231236,71867,973714,Licensed,DEL,Sound to Harbor ELP at Ocosta,9/1/2017,2/27/2018,3604646800,smisener@esd113.org,15,3 years to 6 years,36,72,Not Enrolled,2850 Montesano St.,,,Westport,WA,98595,Grays Harbor,Region 3 Southwest,46.8591071,-124.0993536
1227195,51139,969673,Licensed,DEL,Sound to Harbor ELP at Rochester,8/31/2017,2/27/2018,3602736835,jeyer@esd113.org,20,3 years to 5 years,36,60,Not Enrolled,7710 James Road SW,,,Rochester,WA,98579,Thurston,Region 3 Southwest,46.797365,-123.042865
1231230,845368,973711,Licensed,DEL,Sound to Harbor ELP at Shelton,9/14/2017,3/11/2018,3604262898,hameen@esd113.org,20,2 years 6 months to 6 years,30,72,"Participating, not yet rated",2412 W Railroad Ave,,,Shelton,WA,98584,Mason,Region 3 Southwest,47.20848,-123.126634
1206276,57448,1085702,Licensed,DEL,Sound to Harbor ELP at SPSCC,7/10/2017,,3605965661,eschilling@esd113.org; sknight@esd113.org,127,1 month to 5 years 11 months,1,71,Level 4,2011 Mottman Road SW,,Building 20,Olympia,WA,98512,Thurston,Region 3 Southwest,47.0246234,-122.9289814
1231223,84198,973702,Licensed,DEL,Sound to Harbor ELP at West Olympia,10/12/2017,4/10/2018,3605861440,sknight@esd113.org,20,3 years to 5 years,36,60,Level 4,"1225 Fern St. SW, W-101",,,Olympia,WA,98502,Thurston,Region 3 Southwest,47.036453,-122.929642
182488,596405,869716,Licensed,DEL,SOUNDVIEW PRIVATE SCHOOL,11/15/1996,,4257788572,csinclair@soundview.org,44,3 years to 13 years,36,156,Not Enrolled,6515 - 196TH STREET SW,,,LYNNWOOD,WA,98036,Snohomish,Region 2 Northwest,47.822228,-122.321925
117189,910924,668077,Licensed,DEL,SOUTH BEACH CHRISTIAN DC,4/20/1991,,3602676101,sbccdaycare@comcast.net,47,1 month to 12 years 11 months,1,155,"Participating, not yet rated",1360 ST RT 105,,,GRAYLAND,WA,98547,Grays Harbor,Region 3 Southwest,46.8100926,-124.0932273
262194,705447,844756,Licensed,DEL,SOUTH BEND EARL,9/5/2002,,3608755327,anelson@southbendschools.org,60,2 years 6 months to 8 years 11 months,30,107,Level 3,409 EAST FIRST STREET,,,SOUTH BEND,WA,98586,Pacific,Region 3 Southwest,46.6310736,-123.9527583
915189,752992,890752,Licensed,DEL,South Bend School District ECEAP,4/1/2015,,3608755327,anelson@southbendschools.org,20,3 months to 6 years,3,72,Level 4,508 Broadway,,,South Bend,WA,98586,Pacific,Region 3 Southwest,46.6639482,-123.7907716
876269,135659,841737,Licensed,DEL,South Seattle College CCC,9/18/2014,,2069345348,lisa.sever@seattlecolleges.edu,58,18 months to 9 years,18,108,"Participating, not yet rated",6000 16th Ave SW,,Child Care Center,Seattle,WA,98106,King,Region 4 South King Co,47.547708,-122.3527083
63219,734328,901763,Licensed,DEL,SOUTH SOUND HIGH SCHOOL,12/21/1993,,3604124895,creeves@nthurston.k12.wa.us,17,1 month to 3 years,1,36,"Participating, not yet rated",411 COLLEGE ST NE,,,LACEY,WA,98516,Thurston,Region 3 Southwest,47.0504995,-122.823146
4779,126512,908752,Licensed,DEL,SOUTH WHIDBEY CHILDRENS CENTER,3/10/1993,,3602214499,swcc@whidbey.com,49,12 months to 6 years,12,72,Level 4,120 6TH STREET,,,LANGLEY,WA,98260,Island,Region 2 Northwest,48.036722,-122.40622
7216,192501,866688,Licensed,DEL,SOUTHEAST DCC,10/14/1992,,5095354794,lwca.sedc@gmail.com,95,1 month to 13 years,1,156,Level 3,2227 E HARTSON,,,SPOKANE,WA,99202,Spokane,Region 1 Eastern,47.650431,-117.37741
101621,982342,635671,Licensed,DEL,SOUTHLAKE PARENT CHILD EDUCATION CENTER,5/5/1992,,2062526640,vsvisscher@seattleschool.org,22,1 month to 3 years,1,36,Level 3,8601 RAINIER AVE S,,,SEATTLE,WA,98118,King,Region 4 South King Co,47.5261691,-122.2700161
1023188,908253,904861,Licensed,DEL,Southwest Early Learning Preschool,3/15/2016,,2069132980,karina.rojas@soundchildcare.org,56,2 years 6 months to 5 years,30,60,Level 4,5405 Delridge Way SW,,,Seattle,WA,98106,King,Region 4 South King Co,47.5534424,-122.3632878
1277184,75467,1019662,Licensed,DEL,Southwest Spokane ECEAP,9/14/2017,3/12/2018,5093854896,SamanthaM@community-Minded.org,20,3 years to 6 years,36,72,Not Participating,310 S Spruce St,,,Spokane,WA,99201,Spokane,Region 1 Eastern,47.6531894,-117.4464387
332444,243357,645788,Licensed,DEL,SPECTRUM ACADEMY,11/21/2008,,4258852345,ubutte@hotmail.com,57,2 years 6 months to 6 years,30,72,Not Enrolled,SPECTRUM ACADEMY,2576 152ND AVE NE,STE B 112,REDMOND,WA,98052,King,Region 2 Northwest,47.6328612,-122.135786
316417,989292,704706,Licensed,DEL,SPOKANE CHILD DEVELOPMENT,10/1/2007,,5099242850,VICKICHILDRENFIRST@PTERA.NET,89,1 month to 13 years,1,156,Level 4,3120 N Industrial Pk 1st St,,,Spokane Valley,WA,99216,Spokane,Region 1 Eastern,47.69399,-117.194925
647948,748,647713,Licensed,DEL,Spokane Falls Montessori School Corp,1/18/2012,,5093286466,sjmcintire@comcast.net,50,1 month to 13 years,1,156,Level 4,1909 N Wright Drive,,,Spokane,WA,99224,Spokane,Region 1 Eastern,47.6745444,-117.4745755
619988,925949,1019665,Licensed,DEL,Spokane Montessori School North,9/20/2011,,5094666959,meredith@spokanemontessori.com,37,2 years 6 months to 13 years,30,156,Level 4,9009 N Wall,,,Spokane,WA,99218,Spokane,Region 1 Eastern,47.738787,-117.422531
294090,692330,670816,Certified,Tribal,SPOKANE TRIBAL TANF CHILDRENS CENTER,4/28/2006,,5095331360,angelaa@SpokaneTribe.com,38,1 month to 6 years,1,72,Level 4,232 E LYONS AVE,,,Spokane,WA,99208,Spokane,Region 1 Eastern,47.718188,-117.406583
276610,93549,755945,Licensed,DEL,SPRING GLEN ACADEMY,11/21/2003,,2538542790,springglenacademy@gmail.com,96,1 month to 12 years,1,144,"Participating, not yet rated",10016 SE 240TH STREET,,,KENT,WA,98031,King,Region 4 South King Co,47.387415,-122.20635
240781,930016,887672,Licensed,DEL,SPRING GLEN AMRIT INC,12/29/2001,,4252351600,amrita_99@msn.com,100,1 month to 12 years 11 months,1,155,"Participating, not yet rated",17803 105TH PL SE,,,Renton,WA,98055,King,Region 4 South King Co,47.443194,-122.200856
6347,168056,1085703,Licensed,DEL,SPRINGTIME DAY CARE,11/9/1993,,4254881178,springtimedaycare@hotmail.com,143,1 month to 12 years,1,144,Not Enrolled,16114 JUANITA DR NE,,,KENMORE,WA,98028,King,Region 2 Northwest,47.745607,-122.249397
1086251,963139,1011669,Licensed,DEL,Sprouting Up Kids,8/29/2016,,5094358137,sproutingupkids@gmail.com,27,12 months to 6 years,12,72,"Participating, not yet rated",922 S Hatch St,,,Spokane,WA,99202,Spokane,Region 1 Eastern,47.6461679,-117.4008788
937244,818258,807699,Licensed,DEL,SPROUTS PRESCHOOL AND CHILDCARE,10/19/2015,,2062262595,jennifergifford05@gmail.com,38,1 month to 6 years,1,72,"Participating, not yet rated",20919 76th Ave W,,,Edmonds,WA,98026,Snohomish,Region 2 Northwest,47.8094123,-122.3354039
284297,229305,858726,Certified,Tribal,SQUAXIN ISLAND CDC,10/4/2004,,3604261390,sgreen@ieinc.org,112,1 month to 8 years,1,96,Level 3,3851 SE OLD OLYMPIC HWY,,,SHELTON,WA,98584,Mason,Region 3 Southwest,47.1283148,-123.0966125
21537,482950,844784,Licensed,DEL,ST ALOYSIUS EARLY LEARNING & EXTENDED CA,9/12/1992,,5094897825,jzemke@dioceseofspokane.org,170,12 months to 13 years,12,156,Level 3,611 E MISSION AVE,,,SPOKANE,WA,99202,Spokane,Region 1 Eastern,47.6717768,-117.4005992
225778,220557,847690,Licensed,DEL,ST ANNES CHILDREN AND FAMILY CENTER,10/15/1999,,5092321111,dmiller@ccspokane.org,193,1 month to 13 years,1,156,Level 4,25 W 5TH AVE,,,Spokane,WA,99201,Spokane,Region 1 Eastern,47.6511769,-117.412294
237888,914262,861682,Licensed,DEL,St Benedict School,10/23/2000,,2066330507,l.wescott@stbens.net,40,3 years to 5 years,36,60,Not Enrolled,4811 WALLINGFORD AVE N,,,SEATTLE,WA,98103,King,Region 4 South King Co,47.6639126,-122.336762
1099197,37805,943743,Licensed,DEL,St Bernadette Early Learning Center,12/1/2016,,2062444934,admin@stbernadettesea.org,40,3 years to 4 years 11 months,36,59,Not Enrolled,1028 SW 128TH ST,,,Burien,WA,98146,King,Region 4 South King Co,47.4888616,-122.3484808
47178,648121,1015676,Licensed,DEL,ST CHARLES EXTENDED CARE,8/31/1996,,5093279575,tfeldhusen@dioceseofspokane.org,65,3 years to 13 years,36,156,Not Enrolled,4515 N ALBERTA STREET,,,Spokane,WA,99205,Spokane,Region 1 Eastern,47.6993714,-117.4494158
1203325,708627,945847,Licensed,DEL,St George Parish Preschool,8/28/2017,2/25/2018,2067635217,mwingard@saintgeorgeseattle.org,40,2 years 6 months to 4 years 11 months,30,59,Not Enrolled,1315 South Brandon,,,Seattle,WA,98108,King,Region 4 South King Co,47.5541347,-122.3247601
147300,529451,773681,Licensed,DEL,ST JAMES CHILD CARE,6/15/1986,,3607958612,ecothren@stjamesfc.org,46,1 month to 12 years 11 months,1,155,Level 3,1134 COLUMBIA ST,,,CATHLAMET,WA,98612,Wahkiakum,Region 3 Southwest,46.1946603,-123.3690006
31949,552884,683675,Licensed,DEL,ST JOHN CHRISTIAN DAY CAR,6/13/1997,,3605744900,director@stjohnschildcare.com,65,12 months to 12 years 11 months,12,155,Level 3,11005 NE HWY 99,,,VANCOUVER,WA,98686,Clark,Region 3 Southwest,45.700999,-122.6504
57766,707598,808857,Licensed,DEL,ST JOHN VIANNEY EDUCARE,4/27/1992,,5099267987,LLLAFFERTY@AOL.COM,49,2 years 6 months to 13 years,30,156,"Participating, not yet rated",501 N WALNUT RD,,,SPOKANE,WA,99206,Spokane,Region 1 Eastern,47.6613692,-117.2707843
134410,288565,767674,Licensed,DEL,St Johns Extended Daycare,2/19/1992,,2067829915,Roverby@stjohnsea.org,119,3 years to 12 years,36,144,Level 2,120 N 79TH ST,,,SEATTLE,WA,98103,King,Region 4 South King Co,47.686427,-122.358949
68796,761003,847729,Licensed,DEL,ST JOSEPH PRE-KINDERGARTEN,9/14/1990,,5095755557,sjmms-gpleger@charter.net,48,4 years to 13 years,48,156,Not Enrolled,308 NORTH FOURTH STREET,,,YAKIMA,WA,98901,Yakima,Region 2 Northwest,46.607486,-120.504053
115809,57340,791705,Licensed,DEL,ST JOSEPHS CHILDRENS CENTER,8/26/1991,,5095861428,fgloderhose@yahoo.com,101,12 months to 13 years,12,156,Not Enrolled,901 W. 4TH STREET,,,KENNEWICK,WA,99336,Benton,Region 1 Eastern,46.206978,-119.1280292
844343,548850,798771,Licensed,DEL,St Luke Preschool And Extended Day,8/29/2014,,2065421133,ayarno@stlukeshoreline.org,15,3 years to 5 years,36,60,Not Enrolled,17533 St Luke Pl N,,,Shoreline,WA,98133,King,Region 2 Northwest,47.7561018,-122.3533168
6680,177660,817660,Licensed,DEL,ST LUKES CHRISTIAN CHILD CARE CENTER,5/27/1992,,2539413630,kfrostad@stlukes-church.com,70,2 years 6 months to 12 years 11 months,30,155,Level 3,515 S 312TH ST,,,FEDERAL WAY,WA,98003,King,Region 4 South King Co,47.321436,-122.327402
125527,82396,1085679,Licensed,DEL,ST MARYS CATHOLIC SCHOOL EDUCARE,1/1/1995,,5099244300,lnauditt@stmarysspokane.org,75,3 years to 13 years,36,156,Level 3,14601 E 4TH AVE,,,SPOKANE,WA,99216,Spokane,Region 1 Eastern,47.6534191,-117.2086258
647932,73332,670694,Licensed,DEL,St Matthew Preschool,5/3/2012,,2063622785,vdavid@stmattschool.org,14,3 years to 5 years,36,60,Not Enrolled,1240 NE 127th St,,,Seattle,WA,98125,King,Region 4 South King Co,47.7217388,-122.3137689
133640,523182,1072803,Licensed,DEL,ST MIKES TIKES CHILD CARE,4/4/1992,,3605861585,mihow@ccsww.org,74,1 month to 5 years 11 months,1,71,Level 3,1208 11TH AVE SE,,,OLYMPIA,WA,98501,Thurston,Region 3 Southwest,47.0391929,-122.8858661
855218,560343,1028713,Licensed,DEL,St Monica Parish School Pre-Kindergarten,9/3/2014,,2062325432,tbirashk@stmonicasea.org,30,4 years to 13 years,48,156,Not Enrolled,4320 87th Ave SE,,,Mercer Island,WA,98040,King,Region 2 Northwest,47.5693913,-122.2224449
8269,227042,1009691,Licensed,DEL,ST NICHOLAS MONTESSORI SCHOOL,8/18/1990,,2538397864,office@mttahoma.org,40,18 months to 6 years 11 months,18,83,Not Enrolled,31015 Military Rd S,,,Auburn,WA,98001,King,Region 4 South King Co,47.323632,-122.290283
88052,853880,721787,Licensed,DEL,ST PATRICKS CHILDCARE CENTER,9/3/1985,,5095475876,mrspeugh@stpatspasco.org,68,12 months to 13 years,12,156,Level 3,1016 NORTH 14TH AVENUE,,,PASCO,WA,99301,Franklin,Region 1 Eastern,46.2357782,-119.1073418
131907,340055,837684,Licensed,DEL,St Paul Christian Daycare Center,7/11/1992,,3606952884,stpaulcdc@peoplepc.com,45,1 month to 6 years,1,72,"Participating, not yet rated",1309 FRANKLIN STREET SUITE A,,,VANCOUVER,WA,98660,Clark,Region 3 Southwest,45.631206,-122.676859
1265186,113833,1007669,Licensed,DEL,St Paul Pre-Kindergarten Program,12/19/2017,6/17/2018,2067250780,stpaul@seattlestpaul.org,20,2 years 6 months to 6 years,30,72,Not Enrolled,10001 57TH AVE S,,,Seattle,WA,98178,King,Region 4 South King Co,47.5105328,-122.2626654
580027,808374,973665,Licensed,DEL,St Paul's Academy,2/11/2011,,3607383321,ajohnson@sp-academy.org,67,2 years 6 months to 6 years,30,72,Not Enrolled,3230 MERIDIAN ST,,,Bellingham,WA,98225,Whatcom,Region 2 Northwest,48.773743,-122.485491
153483,963882,698734,Licensed,DEL,St Pauls Childcare Center,8/29/1994,,5096639179,sriderstpauls@gmail.com,70,1 month to 13 years,1,156,"Participating, not yet rated",10 N Buchannan,,,Wenatchee,WA,98801,Chelan,Region 2 Northwest,47.424224,-120.317113
1227178,85781,969664,Licensed,DEL,ST PIUS X PRE-KINDERGARTEN PRESCHOOL,9/29/2017,3/25/2018,4257789861,JRASH@STPX.ORG,39,3 years to 7 years,36,84,Not Enrolled,22105 58TH AVE W,,,Mountlake Terrace,WA,98043,Snohomish,Region 2 Northwest,47.7974368,-122.3107604
78839,808874,719690,Licensed,DEL,ST THOMAS MORE EXT CARE,9/20/1988,,5094663811,jsiira@thomasmorespokane.org,40,3 years to 13 years,36,156,Not Enrolled,515 W ST THOMAS MORE WAY,,,SPOKANE,WA,99208,Spokane,Region 1 Eastern,47.7331235,-117.4184382
524953,554006,837897,Licensed,DEL,ST THOMAS SCHOOL,8/23/2010,,4254545880,nancy.myles@stthomasschool.org,64,2 years 6 months to 13 years,30,156,Not Enrolled,8300 NE 12th St,,,Medina,WA,98039,King,Region 2 Northwest,47.621149,-122.230217
676012,599201,838690,Licensed,DEL,ST. BRENDAN PRESCHOOL,10/1/2012,,4254838300,ericab@school.saintbrendan.org,13,4 years to 6 years,48,72,Not Enrolled,10049 NE 195th St.,,,Bothell,WA,98011,King,Region 2 Northwest,47.768792,-122.2051473
759980,150265,970726,Licensed,DEL,St. Charles Borromeo Child Care,3/4/2014,,2535645185,asenko@stcharlesb.org,20,4 years to 6 years 11 months,48,83,Not Enrolled,7112 S 12th St,,,Tacoma,WA,98465,Pierce,Region 3 Southwest,47.24854,-122.532959
1203342,81006,1019767,Licensed,DEL,St. Nicholas Catholic School,9/6/2017,3/3/2018,2538587632,aunruh@sncsgh.org,17,2 years 6 months to 5 years 11 months,30,71,Not Participating,3555 Edwards Dr.,,,Gig Harbor,WA,98335,Pierce,Region 3 Southwest,47.3269027,-122.5863603
9672,268950,685714,Licensed,DEL,St. Paschals Educare,12/26/1987,,5099227616,peanut4mp@gmail.com,115,12 months to 13 years,12,156,"Participating, not yet rated",2521 N Park Rd,,,Spokane,WA,99212,Spokane,Region 1 Eastern,47.680742,-117.304795
